order_id,customer_id,order_date,status,payment_method,shipping_country,shipping_city
100,1905,2023-04-23 09:20:05,refunded,google_pay,Italy,Chicago
101,1905,2023-07-06 11:28:30,refunded,credit_card,Germany,London
102,837,2020-04-25 17:59:54,shipped,apple_pay,Germany,Mumbai
103,732,2024-05-16 20:18:42,shipped,google_pay,Australia,Melbourne
104,384,2023-01-25 06:27:40,paid,apple_pay,Canada,Melbourne
105,1207,2023-11-24 23:46:49,shipped,bank_transfer,Italy,Melbourne
106,1157,2020-11-24 12:00:41,shipped,google_pay,Canada,Amsterdam
107,1159,2020-12-28 16:14:31,shipped,bank_transfer,Italy,Bangalore
108,1891,2022-09-16 13:32:15,paid,credit_card,Spain,Chicago
109,912,2021-06-21 17:12:08,paid,credit_card,United Kingdom,Chicago
110,265,2021-01-08 20:30:00,shipped,credit_card,Germany,Chicago
111,1712,2020-09-18 21:35:51,shipped,paypal,United States,Toronto
112,937,2024-01-14 14:41:07,cancelled,bank_transfer,Italy,Mumbai
113,1533,2022-07-07 00:12:39,shipped,credit_card,Canada,Paris
114,164,2023-07-04 20:37:57,pending,google_pay,Italy,Berlin
115,245,2022-10-13 15:07:33,paid,bank_transfer,Netherlands,Rome
116,1469,2020-03-17 18:32:03,refunded,credit_card,Australia,Vancouver
117,130,2020-04-28 18:36:32,paid,bank_transfer,United Kingdom,Madrid
118,44,2022-08-13 08:16:37,pending,credit_card,Germany,Amsterdam
119,1790,2021-09-10 12:15:35,pending,bank_transfer,Spain,Vancouver
120,1473,2024-07-26 18:40:25,pending,apple_pay,Italy,Melbourne
121,1753,2022-07-21 05:36:47,pending,paypal,United Kingdom,Sydney
122,1682,2024-12-17 22:40:16,shipped,bank_transfer,Spain,Chicago
123,1786,2021-03-10 18:33:31,pending,bank_transfer,Italy,Vancouver
124,1740,2020-08-09 03:48:57,pending,bank_transfer,Italy,Melbourne
125,1733,2024-03-12 18:57:44,shipped,apple_pay,Germany,Mumbai
126,1805,2022-03-28 00:30:35,paid,apple_pay,United Kingdom,Mumbai
127,233,2020-07-06 14:16:19,paid,credit_card,Canada,Rome
128,1253,2023-08-03 10:55:38,pending,paypal,United Kingdom,Chicago
129,625,2020-09-20 02:03:15,shipped,credit_card,Canada,Vancouver
130,522,2020-07-19 15:21:23,paid,credit_card,Australia,Rome
131,20,2021-01-21 01:44:35,refunded,google_pay,Germany,Los Angeles
132,1693,2022-09-17 02:46:15,shipped,bank_transfer,United States,London
133,1893,2020-10-25 00:00:42,refunded,credit_card,France,Madrid
134,401,2023-04-24 09:07:55,shipped,google_pay,Netherlands,Toronto
135,385,2020-12-27 15:34:12,shipped,credit_card,Spain,Toronto
136,291,2021-05-18 03:46:40,paid,google_pay,Germany,London
137,1356,2020-04-21 16:55:19,cancelled,apple_pay,United Kingdom,Sydney
138,1695,2024-07-10 10:00:19,shipped,credit_card,France,London
139,166,2022-02-24 09:32:55,shipped,google_pay,United Kingdom,Chicago
140,1568,2020-04-26 02:24:17,paid,credit_card,Spain,Toronto
141,188,2023-03-06 16:54:17,paid,credit_card,France,London
142,1156,2023-04-29 14:57:49,refunded,bank_transfer,Spain,Rome
143,790,2023-05-16 20:14:47,shipped,apple_pay,Germany,Paris
144,1938,2024-07-12 18:58:57,paid,credit_card,Spain,Mumbai
145,1231,2023-03-10 18:26:29,shipped,apple_pay,Australia,London
146,662,2021-06-04 12:56:17,shipped,bank_transfer,United States,Rome
147,1040,2024-07-10 02:20:50,shipped,paypal,Netherlands,Rome
148,633,2024-01-16 00:34:42,refunded,paypal,Australia,Mumbai
149,5,2021-12-18 14:55:17,refunded,bank_transfer,India,New York
150,986,2023-09-11 08:59:26,shipped,paypal,Canada,Toronto
151,1023,2024-02-13 23:47:52,paid,google_pay,Germany,Sydney
152,793,2024-07-31 01:41:07,pending,google_pay,France,Paris
153,1192,2024-05-05 22:16:37,paid,bank_transfer,United States,Madrid
154,1768,2021-11-10 18:50:31,pending,apple_pay,United Kingdom,London
155,1853,2020-04-22 10:00:09,shipped,paypal,Canada,Amsterdam
156,987,2023-07-14 14:07:39,shipped,bank_transfer,Netherlands,Madrid
157,1118,2021-11-01 18:38:50,shipped,google_pay,Germany,London
158,247,2021-03-28 13:44:08,pending,apple_pay,Canada,Los Angeles
159,874,2024-05-13 14:00:30,shipped,credit_card,France,London
160,1436,2022-06-21 12:19:56,paid,bank_transfer,Australia,Melbourne
161,843,2022-12-17 20:24:20,refunded,apple_pay,United States,Sydney
162,1747,2022-03-02 10:32:47,paid,google_pay,Spain,Paris
163,1644,2021-03-28 20:38:08,pending,credit_card,Australia,Vancouver
164,188,2023-11-30 03:02:11,paid,bank_transfer,United States,Rome
165,1071,2021-11-02 15:58:47,shipped,google_pay,Germany,Vancouver
166,1328,2020-01-26 05:50:43,refunded,google_pay,Canada,New York
167,1090,2022-05-17 07:04:42,shipped,paypal,United Kingdom,Sydney
168,37,2024-09-01 07:36:03,pending,paypal,India,Rome
169,1988,2023-11-27 18:05:17,shipped,credit_card,Netherlands,New York
170,1366,2021-11-28 03:31:40,paid,paypal,Canada,Rome
171,1791,2020-11-25 15:32:42,paid,paypal,India,Los Angeles
172,431,2024-05-21 23:02:24,shipped,apple_pay,Netherlands,Mumbai
173,1590,2024-09-10 23:18:08,refunded,google_pay,Spain,Madrid
174,879,2023-08-21 13:04:45,cancelled,credit_card,United Kingdom,Los Angeles
175,1493,2021-06-11 23:30:04,shipped,bank_transfer,Italy,Toronto
176,193,2024-11-10 09:13:35,shipped,google_pay,Australia,Madrid
177,1172,2022-02-09 18:37:12,refunded,apple_pay,Australia,Madrid
178,883,2021-06-21 16:22:44,paid,google_pay,United Kingdom,Madrid
179,1235,2024-02-02 22:20:50,paid,bank_transfer,Spain,Mumbai
180,406,2021-12-06 01:30:08,paid,paypal,India,Sydney
181,1804,2023-11-04 03:52:41,pending,apple_pay,Italy,London
182,1745,2022-12-25 13:04:35,cancelled,google_pay,Netherlands,Madrid
183,1212,2020-10-18 12:53:28,paid,bank_transfer,France,Madrid
184,1453,2020-09-12 14:55:46,paid,bank_transfer,Germany,Los Angeles
185,1209,2021-12-22 20:45:42,shipped,bank_transfer,France,Madrid
186,1664,2023-12-23 08:16:03,pending,bank_transfer,Australia,London
187,62,2024-01-10 17:38:01,paid,bank_transfer,Canada,Amsterdam
188,270,2023-02-14 12:36:45,shipped,credit_card,Canada,Paris
189,1199,2020-06-13 14:09:33,shipped,paypal,France,Toronto
190,1005,2022-08-26 21:32:56,refunded,bank_transfer,Spain,Vancouver
191,1789,2024-08-19 10:39:10,shipped,credit_card,Australia,Los Angeles
192,365,2022-06-18 11:22:50,paid,paypal,Australia,New York
193,867,2024-08-02 11:24:04,shipped,apple_pay,Australia,Madrid
194,1300,2020-02-08 16:00:08,paid,bank_transfer,Spain,Amsterdam
195,1474,2020-09-28 23:42:23,cancelled,bank_transfer,Netherlands,Chicago
196,470,2022-08-10 12:52:08,paid,credit_card,Australia,Chicago
197,982,2023-04-27 08:15:36,refunded,bank_transfer,Germany,Melbourne
198,773,2022-06-17 01:21:23,shipped,bank_transfer,United Kingdom,Mumbai
199,986,2024-12-27 13:31:46,paid,bank_transfer,Netherlands,Madrid
200,123,2023-08-17 17:35:49,shipped,google_pay,India,Amsterdam
201,342,2022-02-26 07:15:26,shipped,apple_pay,Spain,Chicago
202,640,2024-12-30 07:43:12,paid,bank_transfer,France,Berlin
203,1603,2023-08-23 21:42:22,shipped,bank_transfer,Australia,Berlin
204,1628,2024-12-03 15:03:34,shipped,apple_pay,France,Melbourne
205,685,2020-11-02 13:35:55,paid,apple_pay,Netherlands,New York
206,1530,2021-08-03 20:58:15,paid,apple_pay,United States,Melbourne
207,1351,2021-12-21 08:59:58,paid,paypal,Italy,Los Angeles
208,1989,2021-06-10 07:08:03,cancelled,bank_transfer,Canada,Chicago
209,1103,2024-03-15 13:54:33,shipped,google_pay,Canada,Chicago
210,1149,2022-02-26 06:50:06,paid,google_pay,Netherlands,Los Angeles
211,552,2022-06-11 04:02:26,shipped,bank_transfer,United Kingdom,Madrid
212,1190,2020-02-01 23:32:35,pending,credit_card,France,Melbourne
213,1313,2023-08-05 09:34:17,paid,google_pay,United Kingdom,Madrid
214,897,2023-12-08 21:09:12,cancelled,credit_card,United Kingdom,Sydney
215,1109,2021-05-07 00:41:23,paid,google_pay,Canada,Madrid
216,513,2023-03-31 01:45:50,paid,apple_pay,Spain,Amsterdam
217,1131,2024-11-26 21:05:58,cancelled,google_pay,Spain,Amsterdam
218,45,2020-05-23 19:49:33,shipped,google_pay,Australia,Paris
219,1145,2024-12-30 14:51:57,paid,apple_pay,Germany,Amsterdam
220,643,2022-03-04 19:56:55,shipped,google_pay,United States,Rome
221,612,2020-11-19 09:48:13,shipped,credit_card,United States,Mumbai
222,1195,2022-03-14 07:53:25,paid,apple_pay,Italy,London
223,575,2023-02-14 05:57:55,cancelled,credit_card,Spain,London
224,994,2021-09-02 04:31:00,refunded,apple_pay,Australia,Amsterdam
225,1864,2020-06-14 10:24:57,pending,credit_card,India,Paris
226,477,2023-03-26 01:26:29,pending,google_pay,United Kingdom,Paris
227,239,2020-09-14 10:04:17,paid,google_pay,Spain,New York
228,1775,2021-10-29 20:53:30,paid,credit_card,India,Berlin
229,481,2023-12-06 06:16:30,shipped,credit_card,Spain,Mumbai
230,1372,2024-11-02 14:57:30,cancelled,google_pay,Netherlands,New York
231,1780,2023-06-21 14:27:34,paid,bank_transfer,United Kingdom,Toronto
232,1265,2021-02-05 10:53:56,paid,paypal,Italy,Sydney
233,861,2020-10-01 03:21:00,shipped,paypal,Italy,Melbourne
234,264,2024-04-13 20:46:28,paid,paypal,Netherlands,Bangalore
235,797,2024-05-02 21:01:00,shipped,bank_transfer,Australia,Rome
236,953,2023-03-16 05:55:31,paid,credit_card,Canada,Chicago
237,875,2021-08-06 12:36:43,paid,credit_card,Germany,London
238,668,2022-05-19 13:44:48,shipped,paypal,Netherlands,Vancouver
239,1739,2023-02-02 10:37:26,pending,google_pay,Australia,Los Angeles
240,869,2024-12-09 09:49:18,refunded,bank_transfer,Canada,Bangalore
241,719,2020-05-04 09:57:55,shipped,paypal,Spain,Sydney
242,1570,2023-05-01 08:11:37,refunded,paypal,Spain,Mumbai
243,92,2023-11-08 14:17:31,shipped,paypal,United Kingdom,Bangalore
244,659,2020-08-04 16:50:57,paid,credit_card,Australia,Toronto
245,454,2020-01-31 10:19:29,shipped,google_pay,Canada,Berlin
246,757,2023-04-18 01:06:37,paid,bank_transfer,Spain,Chicago
247,1892,2023-01-14 05:55:00,shipped,paypal,Spain,Los Angeles
248,639,2021-01-15 19:27:22,paid,paypal,United States,London
249,1945,2022-11-14 11:52:04,shipped,paypal,Spain,Berlin
250,531,2023-11-23 19:50:53,shipped,credit_card,United States,Madrid
251,308,2022-08-02 00:07:36,pending,paypal,Australia,Rome
252,1633,2021-12-06 09:10:09,shipped,paypal,France,Melbourne
253,997,2020-09-22 16:24:52,paid,paypal,Germany,Sydney
254,1592,2022-01-16 10:37:17,shipped,google_pay,United States,Bangalore
255,1123,2020-05-30 02:36:46,refunded,credit_card,United States,Chicago
256,559,2021-06-11 03:30:32,cancelled,bank_transfer,Netherlands,Berlin
257,1513,2023-11-19 11:23:15,shipped,credit_card,United States,Bangalore
258,437,2023-05-02 10:22:44,paid,credit_card,Italy,Sydney
259,1260,2022-12-01 01:24:05,pending,apple_pay,Australia,Chicago
260,176,2023-07-10 14:10:28,refunded,paypal,United Kingdom,London
261,1906,2022-10-31 16:01:56,paid,credit_card,Spain,Sydney
262,384,2024-09-30 21:52:59,paid,apple_pay,France,Madrid
263,844,2021-01-04 18:31:26,paid,paypal,United Kingdom,Vancouver
264,572,2023-08-27 16:08:28,paid,google_pay,Netherlands,Vancouver
265,1717,2020-12-23 15:29:50,shipped,paypal,Spain,Berlin
266,1680,2020-01-24 23:39:52,shipped,bank_transfer,United States,Bangalore
267,280,2023-02-21 09:15:38,cancelled,apple_pay,Germany,Paris
268,208,2023-03-10 12:13:34,paid,apple_pay,Netherlands,Amsterdam
269,764,2020-07-06 16:28:14,cancelled,bank_transfer,India,New York
270,1233,2021-10-03 00:00:15,paid,paypal,France,Vancouver
271,1040,2021-08-12 08:40:41,paid,bank_transfer,Italy,Vancouver
272,669,2020-09-28 02:30:48,paid,google_pay,Australia,Vancouver
273,1899,2024-06-14 21:46:06,shipped,bank_transfer,Canada,Mumbai
274,341,2021-10-05 17:21:14,refunded,paypal,India,Rome
275,1238,2022-05-02 07:42:46,cancelled,google_pay,Spain,Melbourne
276,1104,2023-07-25 15:27:42,pending,paypal,Spain,Bangalore
277,1810,2024-06-13 22:59:25,refunded,apple_pay,India,Mumbai
278,1016,2023-07-13 17:44:24,shipped,credit_card,Australia,Sydney
279,832,2024-03-03 08:49:12,pending,paypal,France,Sydney
280,1547,2022-03-15 08:45:22,paid,paypal,United States,Bangalore
281,718,2020-10-15 21:48:19,pending,credit_card,India,Rome
282,946,2022-05-13 07:31:18,shipped,credit_card,United States,Los Angeles
283,1941,2020-10-21 10:13:23,paid,apple_pay,Italy,Rome
284,952,2021-02-26 02:11:42,refunded,credit_card,Germany,Vancouver
285,881,2024-11-15 05:49:41,pending,credit_card,Germany,Madrid
286,1536,2020-07-15 05:19:13,paid,bank_transfer,India,Chicago
287,1335,2022-11-13 23:31:55,shipped,paypal,India,Los Angeles
288,1683,2023-09-18 10:14:19,pending,bank_transfer,Netherlands,Vancouver
289,1720,2024-06-03 19:19:29,paid,credit_card,United States,Los Angeles
290,1880,2023-01-16 15:21:32,refunded,bank_transfer,France,Paris
291,479,2022-01-25 22:07:25,paid,google_pay,India,Rome
292,378,2021-01-08 21:35:47,cancelled,google_pay,United Kingdom,Amsterdam
293,1339,2024-01-06 10:25:03,paid,bank_transfer,Canada,Vancouver
294,1478,2024-08-05 08:41:12,paid,bank_transfer,Italy,Sydney
295,218,2024-10-06 18:16:52,shipped,bank_transfer,Spain,Bangalore
296,1624,2021-04-30 11:30:39,shipped,apple_pay,Italy,Toronto
297,1298,2023-07-24 08:49:41,paid,google_pay,Italy,Madrid
298,1387,2020-05-17 10:43:54,cancelled,bank_transfer,Germany,Madrid
299,798,2023-06-19 03:37:10,shipped,apple_pay,Netherlands,Amsterdam
300,920,2021-01-23 21:18:29,paid,apple_pay,United States,Melbourne
301,1840,2023-08-08 01:56:12,paid,bank_transfer,Germany,Amsterdam
302,1251,2024-07-30 02:44:15,shipped,apple_pay,Netherlands,Madrid
303,588,2022-11-08 15:13:52,pending,bank_transfer,United States,Rome
304,511,2021-04-10 08:24:33,cancelled,paypal,Netherlands,Melbourne
305,1335,2022-07-24 06:35:27,shipped,credit_card,United Kingdom,Sydney
306,740,2022-02-09 17:49:56,paid,credit_card,United Kingdom,Chicago
307,355,2020-08-28 16:54:26,paid,google_pay,Italy,Berlin
308,98,2022-08-09 13:28:27,cancelled,google_pay,Spain,Vancouver
309,150,2022-03-21 18:32:27,pending,apple_pay,United Kingdom,Chicago
310,1347,2020-11-06 17:07:36,paid,google_pay,Netherlands,Paris
311,1100,2020-09-09 03:37:46,paid,paypal,India,Sydney
312,1486,2022-06-21 23:28:12,paid,paypal,United States,London
313,1372,2023-08-18 01:09:37,paid,google_pay,United States,Madrid
314,1336,2024-09-21 19:00:51,pending,credit_card,Germany,Rome
315,1500,2020-09-05 21:10:34,cancelled,google_pay,Italy,Sydney
316,371,2021-06-07 09:08:40,pending,apple_pay,Italy,Vancouver
317,1991,2022-03-25 19:41:36,cancelled,paypal,Germany,Sydney
318,1560,2020-08-27 16:24:01,paid,google_pay,United States,Melbourne
319,1654,2024-01-07 15:41:11,cancelled,paypal,France,Sydney
320,1657,2023-04-24 10:22:23,cancelled,paypal,United States,Toronto
321,713,2023-06-07 03:28:19,paid,credit_card,Netherlands,Sydney
322,563,2022-05-29 02:46:55,pending,bank_transfer,Netherlands,Los Angeles
323,870,2022-09-22 17:47:00,paid,google_pay,United States,London
324,327,2024-12-30 08:35:36,refunded,credit_card,Spain,Chicago
325,1933,2021-10-08 13:48:07,shipped,credit_card,France,Paris
326,564,2021-05-28 20:07:42,paid,paypal,Canada,Rome
327,1174,2023-08-06 09:38:55,paid,paypal,Netherlands,Paris
328,773,2022-11-30 15:17:49,refunded,bank_transfer,Italy,Los Angeles
329,763,2020-02-14 09:02:14,paid,google_pay,France,Mumbai
330,512,2020-11-18 06:45:21,paid,paypal,United Kingdom,Bangalore
331,478,2022-08-03 20:11:38,paid,google_pay,Italy,London
332,1504,2020-06-29 10:41:36,paid,bank_transfer,United States,Mumbai
333,1640,2024-08-02 20:45:47,shipped,paypal,Italy,Los Angeles
334,1149,2024-08-01 06:03:26,paid,bank_transfer,United Kingdom,Amsterdam
335,1529,2023-10-07 18:02:14,paid,paypal,Italy,Chicago
336,923,2021-03-06 01:00:58,refunded,bank_transfer,Spain,Rome
337,185,2022-08-10 08:55:00,paid,credit_card,United States,London
338,762,2023-11-29 05:11:15,shipped,credit_card,United Kingdom,Toronto
339,1053,2024-01-13 16:29:05,paid,google_pay,Australia,Amsterdam
340,1496,2024-06-17 13:45:11,paid,apple_pay,Australia,Sydney
341,1101,2024-09-22 18:17:42,paid,paypal,France,Chicago
342,431,2023-09-11 08:31:54,shipped,bank_transfer,Australia,Paris
343,1367,2024-11-16 13:03:13,paid,bank_transfer,India,Rome
344,204,2022-01-03 10:50:11,shipped,credit_card,Italy,Los Angeles
345,1434,2023-01-22 13:02:06,paid,bank_transfer,Canada,Chicago
346,72,2021-10-10 15:48:07,cancelled,paypal,Spain,Madrid
347,644,2024-12-21 19:58:58,pending,google_pay,India,Rome
348,932,2020-08-25 09:17:58,pending,google_pay,Canada,Bangalore
349,1982,2022-11-05 17:33:43,refunded,google_pay,Italy,Madrid
350,1059,2024-12-10 13:27:50,shipped,paypal,France,Mumbai
351,1234,2022-08-11 13:28:30,paid,apple_pay,Spain,Paris
352,940,2024-08-11 06:41:33,shipped,paypal,United States,Los Angeles
353,693,2020-08-22 19:01:36,paid,apple_pay,Canada,Vancouver
354,523,2024-06-14 22:15:42,pending,google_pay,France,Berlin
355,456,2020-09-29 11:40:14,refunded,bank_transfer,United Kingdom,Mumbai
356,1867,2020-03-03 22:23:22,pending,paypal,United States,Berlin
357,327,2021-11-10 01:14:03,pending,paypal,Australia,Toronto
358,1689,2022-05-19 22:25:20,paid,apple_pay,Australia,Chicago
359,753,2023-02-09 01:04:07,paid,credit_card,France,Rome
360,1532,2023-06-10 15:48:06,shipped,credit_card,India,Los Angeles
361,307,2024-06-09 16:25:32,refunded,paypal,Canada,Melbourne
362,1298,2020-04-18 12:40:27,paid,credit_card,Germany,Madrid
363,895,2020-12-04 13:31:14,shipped,bank_transfer,Spain,Los Angeles
364,604,2020-11-25 23:04:02,refunded,apple_pay,Netherlands,Mumbai
365,1086,2020-09-20 20:00:03,cancelled,google_pay,Netherlands,Melbourne
366,1489,2022-02-03 05:14:34,cancelled,paypal,Netherlands,Chicago
367,835,2022-08-16 03:07:35,refunded,credit_card,Italy,Madrid
368,751,2024-03-21 09:13:32,paid,bank_transfer,India,Madrid
369,1928,2022-10-07 12:34:58,shipped,paypal,Australia,Madrid
370,144,2021-10-26 02:22:25,cancelled,apple_pay,Germany,Sydney
371,789,2024-10-27 19:19:06,paid,paypal,Spain,London
372,1477,2023-11-13 08:15:44,shipped,google_pay,United Kingdom,Mumbai
373,1299,2024-11-19 12:53:58,refunded,credit_card,Netherlands,Sydney
374,632,2023-04-16 01:10:42,paid,credit_card,France,Los Angeles
375,806,2021-07-12 11:25:39,paid,google_pay,Canada,Los Angeles
376,1771,2021-05-19 14:17:37,paid,apple_pay,Italy,Madrid
377,1769,2020-10-26 11:36:34,paid,google_pay,Australia,Bangalore
378,1733,2020-04-19 00:34:44,paid,bank_transfer,United States,Berlin
379,626,2021-04-09 13:24:28,shipped,paypal,United States,Sydney
380,1124,2021-01-08 06:35:16,refunded,apple_pay,Germany,Los Angeles
381,662,2022-02-28 02:45:44,shipped,apple_pay,Netherlands,Bangalore
382,390,2023-09-02 04:45:20,paid,paypal,Germany,Berlin
383,1756,2022-05-01 09:51:38,pending,apple_pay,France,Rome
384,174,2022-06-05 05:15:10,shipped,credit_card,United Kingdom,Chicago
385,1391,2022-10-18 11:11:57,refunded,google_pay,France,Los Angeles
386,1320,2021-08-24 20:23:00,pending,bank_transfer,Australia,Mumbai
387,1842,2022-07-29 00:49:05,paid,bank_transfer,United States,Rome
388,842,2023-03-09 07:18:55,pending,bank_transfer,Australia,Chicago
389,1807,2021-01-04 18:19:32,pending,credit_card,India,Paris
390,891,2021-10-31 11:27:34,paid,bank_transfer,Germany,Toronto
391,1700,2020-12-23 05:06:55,refunded,bank_transfer,India,London
