session_id,customer_id,session_start,device_type,traffic_source,landed_on_page
69,883,2024-05-23 15:25:59,desktop,Push Notification,search
70,601,2023-02-27 02:06:26,mobile,Paid Social,search
71,1945,2024-02-03 04:28:17,desktop,Paid Social,product
72,339,2022-08-11 14:45:58,mobile,Email,search
73,1039,2020-12-07 01:51:45,mobile,Direct,home
74,924,2022-05-22 07:10:04,desktop,Ads,checkout
75,1784,2020-11-12 02:27:21,mobile,Organic Search,search
76,333,2020-12-01 10:17:02,mobile,Organic Search,home
77,432,2020-05-06 16:32:31,tablet,Push Notification,search
78,911,2024-11-14 07:46:41,desktop,Direct,home
79,1519,2023-08-23 04:09:27,tablet,Push Notification,product
80,1130,2023-02-17 11:55:52,mobile,Paid Social,checkout
81,1731,2021-05-19 20:51:02,desktop,Email,cart
82,352,2024-01-07 22:59:51,desktop,Organic Search,cart
83,1259,2023-04-16 17:20:41,tablet,Ads,home
84,598,2023-06-10 02:17:56,desktop,Paid Social,checkout
85,1517,2024-08-18 23:00:47,desktop,Organic Search,checkout
86,1232,2020-01-05 16:50:47,mobile,Push Notification,checkout
87,486,2020-09-09 07:41:13,desktop,Direct,cart
88,1962,2022-07-15 06:49:07,desktop,Push Notification,search
89,590,2021-12-06 02:22:24,mobile,Ads,search
90,1404,2020-12-15 21:15:33,mobile,Direct,home
91,1907,2022-07-23 12:46:33,mobile,Organic Search,checkout
92,813,2020-05-27 04:16:37,desktop,Paid Social,checkout
93,1854,2024-02-12 19:53:06,desktop,Paid Social,product
94,1983,2023-05-11 02:37:37,mobile,Email,checkout
95,455,2022-08-29 23:17:41,mobile,Organic Search,search
96,1812,2023-03-10 12:33:45,desktop,Paid Social,product
97,1846,2022-04-28 18:18:12,desktop,Push Notification,cart
98,341,2024-12-21 06:49:34,tablet,Email,cart
99,688,2020-04-21 03:34:39,tablet,Direct,checkout
100,1696,2020-10-16 04:05:44,tablet,Push Notification,home
101,1047,2021-09-03 19:31:35,tablet,Organic Search,cart
102,237,2023-05-23 15:40:26,desktop,Push Notification,cart
103,1310,2021-10-09 23:04:26,tablet,Paid Social,search
104,1777,2023-07-30 10:18:55,tablet,Direct,cart
105,651,2020-10-25 05:45:50,desktop,Push Notification,cart
106,707,2023-03-04 04:10:08,tablet,Ads,cart
107,583,2024-09-04 15:43:21,desktop,Ads,search
108,1029,2022-11-25 01:01:42,mobile,Email,checkout
109,1156,2021-08-27 19:51:58,tablet,Organic Search,product
110,185,2024-02-22 09:05:05,desktop,Direct,search
111,623,2024-09-24 20:18:25,desktop,Push Notification,product
112,934,2020-09-30 06:57:22,desktop,Push Notification,home
113,491,2024-11-19 11:09:50,tablet,Ads,home
114,401,2021-04-14 22:08:53,mobile,Email,search
115,1613,2024-05-07 10:14:24,desktop,Ads,home
116,1620,2021-03-05 19:26:55,mobile,Email,checkout
117,974,2021-05-24 21:51:21,tablet,Ads,checkout
118,282,2020-05-05 11:14:37,desktop,Direct,cart
119,720,2023-01-02 01:39:35,mobile,Email,cart
120,1949,2023-11-28 07:05:16,tablet,Direct,cart
121,1244,2020-05-31 08:20:23,tablet,Paid Social,search
122,1545,2024-04-25 05:16:52,desktop,Ads,home
123,448,2023-06-06 22:13:49,mobile,Paid Social,product
124,802,2023-11-07 08:42:54,tablet,Paid Social,cart
125,1263,2021-03-11 23:47:09,desktop,Paid Social,checkout
126,588,2023-08-16 04:51:11,tablet,Paid Social,product
127,1664,2024-09-12 06:20:43,tablet,Organic Search,home
128,90,2020-03-18 04:55:22,desktop,Organic Search,product
129,450,2024-04-16 22:22:48,desktop,Direct,product
130,1559,2024-10-17 13:28:22,mobile,Push Notification,checkout
131,1423,2024-02-27 02:18:21,tablet,Direct,home
132,874,2022-06-07 09:05:36,mobile,Direct,home
133,713,2024-02-21 10:44:57,mobile,Push Notification,checkout
134,7,2022-04-06 16:39:21,tablet,Ads,home
135,1523,2020-08-11 14:41:43,desktop,Push Notification,search
136,392,2022-04-26 18:53:46,desktop,Push Notification,cart
137,1863,2020-10-02 08:06:18,desktop,Email,product
138,401,2020-04-25 09:00:14,tablet,Direct,cart
139,867,2021-12-27 23:47:53,mobile,Ads,search
140,1337,2021-08-19 13:57:24,mobile,Push Notification,home
141,713,2024-03-16 09:57:26,mobile,Email,product
142,771,2023-11-24 13:03:10,mobile,Ads,search
143,1265,2024-04-08 16:50:39,tablet,Email,home
144,310,2021-07-16 04:51:57,desktop,Organic Search,cart
145,1529,2020-07-05 19:28:59,desktop,Paid Social,home
146,1707,2023-07-09 17:55:49,tablet,Direct,checkout
147,1519,2020-12-08 10:22:52,mobile,Direct,home
148,718,2024-02-21 11:29:48,mobile,Push Notification,product
149,624,2023-12-04 17:17:23,tablet,Paid Social,home
150,1935,2022-12-09 01:31:47,tablet,Email,search
151,1006,2024-06-17 21:43:43,mobile,Ads,cart
152,46,2020-10-06 20:22:22,mobile,Direct,product
153,1341,2020-07-04 08:10:45,mobile,Push Notification,search
154,1681,2021-01-17 13:00:58,desktop,Paid Social,cart
155,876,2024-04-22 15:55:21,tablet,Paid Social,cart
156,270,2024-12-02 15:45:48,tablet,Organic Search,checkout
157,1251,2024-09-18 06:16:39,desktop,Direct,home
158,1464,2020-12-27 06:14:00,mobile,Push Notification,checkout
159,232,2021-07-05 06:17:38,tablet,Direct,search
160,711,2023-12-05 08:22:31,desktop,Paid Social,search
161,1918,2021-11-08 03:34:09,tablet,Paid Social,home
162,1545,2021-05-03 04:43:03,mobile,Direct,home
163,138,2023-01-26 04:33:23,desktop,Email,cart
164,1999,2021-06-10 06:13:51,tablet,Organic Search,checkout
165,683,2020-11-13 08:33:24,mobile,Organic Search,search
166,329,2023-02-18 18:09:43,tablet,Email,checkout
167,730,2021-06-10 20:04:17,tablet,Direct,home
168,10,2024-06-23 08:32:58,tablet,Direct,product
169,4,2021-12-26 02:23:47,mobile,Paid Social,checkout
170,782,2023-12-25 10:27:14,mobile,Paid Social,search
171,39,2023-11-28 17:41:39,tablet,Email,product
172,1751,2024-10-04 19:17:09,desktop,Push Notification,home
173,1220,2023-03-21 01:30:45,mobile,Email,home
174,736,2020-01-04 10:48:10,desktop,Email,cart
175,1754,2022-07-25 23:12:29,desktop,Paid Social,search
176,215,2022-10-24 05:17:13,mobile,Ads,search
177,1169,2023-10-05 21:17:57,mobile,Paid Social,search
178,727,2023-06-24 10:48:26,mobile,Email,product
179,664,2024-06-22 16:04:18,mobile,Organic Search,checkout
180,1739,2023-08-08 09:26:19,mobile,Email,cart
181,830,2021-10-06 06:47:05,desktop,Paid Social,checkout
182,1293,2020-04-15 08:34:31,tablet,Email,product
183,1377,2024-11-25 20:16:40,desktop,Email,checkout
184,42,2020-11-03 13:18:02,tablet,Ads,search
185,345,2024-05-03 15:10:54,tablet,Push Notification,home
186,850,2020-08-25 04:32:34,tablet,Paid Social,product
187,108,2020-07-17 13:51:17,tablet,Email,checkout
188,637,2020-12-19 03:40:20,tablet,Push Notification,product
189,1266,2022-08-03 05:34:30,tablet,Ads,checkout
190,1891,2022-06-02 00:01:59,desktop,Direct,cart
191,842,2021-12-30 00:44:30,tablet,Push Notification,checkout
192,571,2024-04-25 10:45:13,tablet,Organic Search,cart
193,939,2021-09-24 03:02:42,tablet,Ads,checkout
194,1700,2022-04-19 05:49:47,tablet,Ads,home
195,1101,2023-08-16 00:42:55,tablet,Email,cart
196,954,2023-01-01 00:09:25,mobile,Push Notification,cart
197,1829,2023-12-07 04:00:25,desktop,Direct,product
198,888,2022-05-21 12:25:54,tablet,Direct,product
199,1324,2021-03-05 18:25:08,tablet,Email,product
200,873,2023-10-19 22:30:31,mobile,Email,checkout
201,1157,2023-08-08 03:15:01,mobile,Email,product
202,1541,2023-02-05 05:07:49,mobile,Email,product
203,1980,2022-02-17 14:28:12,mobile,Direct,product
204,1346,2021-08-30 16:01:26,desktop,Paid Social,cart
205,783,2021-03-09 09:15:10,tablet,Ads,home
206,1204,2021-02-09 07:14:13,desktop,Ads,cart
207,111,2020-12-09 15:39:57,desktop,Organic Search,search
208,1905,2021-03-16 08:05:19,mobile,Organic Search,home
209,51,2024-12-14 19:32:48,desktop,Direct,checkout
210,1482,2020-12-23 22:19:34,tablet,Paid Social,cart
211,1194,2020-02-17 14:24:45,tablet,Direct,product
212,1165,2022-12-04 21:03:58,mobile,Email,product
213,240,2023-04-22 01:40:33,mobile,Push Notification,cart
214,1191,2020-04-19 11:29:00,tablet,Organic Search,checkout
215,1377,2023-09-30 19:48:07,tablet,Direct,home
216,66,2021-04-08 07:52:34,tablet,Push Notification,home
217,1678,2022-03-25 02:14:00,mobile,Paid Social,home
218,1627,2024-04-24 11:32:22,mobile,Ads,product
219,1627,2024-01-14 17:26:26,mobile,Direct,checkout
220,62,2024-11-19 22:13:36,tablet,Paid Social,product
221,563,2020-08-30 22:10:03,tablet,Paid Social,checkout
222,641,2024-11-13 20:24:27,desktop,Paid Social,cart
223,691,2020-12-18 08:51:27,desktop,Organic Search,search
224,238,2022-07-24 12:27:20,tablet,Direct,search
225,1348,2020-02-11 07:51:47,desktop,Organic Search,checkout
226,856,2022-01-15 21:59:34,desktop,Paid Social,home
227,1379,2023-08-02 09:59:58,desktop,Organic Search,home
228,974,2020-07-02 12:41:35,tablet,Ads,product
229,799,2023-08-12 20:22:21,tablet,Direct,cart
230,1416,2021-04-14 17:40:36,tablet,Push Notification,search
231,508,2021-03-12 05:15:49,tablet,Paid Social,home
232,115,2022-10-31 00:38:54,desktop,Push Notification,search
233,24,2021-08-11 10:44:50,mobile,Organic Search,cart
234,922,2023-05-24 10:11:35,mobile,Organic Search,home
235,256,2022-07-08 18:14:12,tablet,Organic Search,search
236,47,2024-11-02 03:53:02,desktop,Ads,cart
237,93,2020-03-14 04:09:41,desktop,Push Notification,home
238,1850,2022-07-11 10:07:22,tablet,Paid Social,search
239,1197,2024-07-11 07:38:46,desktop,Ads,checkout
240,475,2021-01-30 06:14:24,mobile,Organic Search,search
241,1942,2022-04-14 18:46:32,desktop,Organic Search,search
242,250,2020-02-17 13:38:43,mobile,Push Notification,product
243,496,2022-09-28 03:28:30,tablet,Direct,home
244,1371,2024-09-04 19:01:44,tablet,Direct,checkout
245,492,2021-10-27 11:33:30,mobile,Organic Search,home
246,243,2021-11-29 00:24:17,mobile,Push Notification,cart
247,1539,2021-12-20 19:31:33,desktop,Organic Search,product
248,1855,2023-01-17 14:15:41,mobile,Paid Social,home
249,970,2024-06-17 00:24:35,tablet,Organic Search,search
250,515,2024-09-09 18:47:21,desktop,Organic Search,cart
251,1895,2025-01-01 10:22:48,desktop,Push Notification,home
252,797,2020-10-20 08:45:07,desktop,Organic Search,home
253,1810,2021-03-23 03:25:26,tablet,Organic Search,checkout
254,297,2022-01-29 15:49:40,tablet,Organic Search,product
255,1116,2021-07-23 12:04:47,tablet,Direct,cart
256,1760,2024-10-25 10:10:42,desktop,Direct,product
257,51,2021-09-23 21:53:07,mobile,Email,home
258,1000,2022-09-09 17:45:24,tablet,Paid Social,home
259,1855,2022-03-23 16:51:02,desktop,Email,home
260,1095,2020-06-26 11:35:42,desktop,Ads,checkout
261,1741,2022-05-09 20:06:53,desktop,Paid Social,search
262,1641,2021-01-07 21:13:32,tablet,Organic Search,cart
263,1060,2024-02-13 08:16:42,mobile,Organic Search,search
264,1233,2022-12-14 22:59:41,tablet,Email,home
265,1451,2022-09-05 23:20:28,desktop,Email,product
266,248,2020-01-23 15:45:59,desktop,Direct,product
267,1240,2024-05-26 09:29:47,desktop,Email,search
268,1287,2022-03-30 21:01:48,mobile,Ads,product
269,1461,2024-02-19 21:53:47,tablet,Ads,search
270,617,2024-03-17 17:00:24,desktop,Organic Search,home
271,1344,2022-08-24 11:14:10,mobile,Paid Social,search
272,1233,2022-06-05 23:22:43,mobile,Email,cart
273,1502,2020-08-11 04:34:28,desktop,Paid Social,cart
274,1595,2023-10-24 20:44:36,tablet,Push Notification,checkout
275,1804,2022-05-02 13:30:47,desktop,Organic Search,checkout
276,507,2020-01-19 21:18:30,desktop,Direct,product
277,955,2022-08-24 12:31:53,desktop,Direct,search
278,866,2021-06-18 23:53:11,desktop,Organic Search,cart
279,457,2023-11-17 05:10:26,desktop,Organic Search,cart
280,1272,2024-12-24 13:59:31,tablet,Organic Search,home
281,81,2023-09-17 05:48:07,tablet,Ads,cart
282,1127,2024-08-30 14:45:52,desktop,Email,checkout
283,1292,2024-10-13 05:06:13,desktop,Paid Social,checkout
284,1094,2020-04-22 21:54:55,tablet,Email,search
285,417,2021-09-24 20:53:26,desktop,Paid Social,checkout
286,1627,2021-01-04 21:01:59,desktop,Paid Social,home
287,1926,2020-02-05 00:26:23,mobile,Ads,cart
288,623,2023-06-21 20:17:05,mobile,Organic Search,cart
289,1658,2022-02-10 18:20:10,tablet,Paid Social,search
290,988,2024-01-24 13:12:02,desktop,Email,search
291,1318,2022-06-22 01:55:57,tablet,Direct,home
292,88,2020-07-05 16:35:03,tablet,Paid Social,product
293,1421,2022-05-07 00:29:12,desktop,Organic Search,product
294,863,2020-12-16 16:13:58,desktop,Ads,search
295,925,2024-06-15 08:02:51,desktop,Ads,product
296,737,2024-10-10 08:18:42,tablet,Ads,product
297,1013,2022-05-07 09:57:10,mobile,Organic Search,cart
298,1145,2021-06-25 16:16:29,mobile,Push Notification,search
299,987,2020-08-11 11:08:52,tablet,Organic Search,home
300,1122,2021-07-25 22:48:25,desktop,Push Notification,checkout
301,772,2022-03-09 01:59:25,tablet,Direct,cart
302,996,2020-07-22 08:40:59,mobile,Direct,home
303,20,2022-10-10 15:04:08,tablet,Ads,home
304,569,2021-12-08 08:56:51,desktop,Paid Social,cart
305,1272,2022-03-23 04:12:18,mobile,Direct,search
306,1140,2024-01-12 18:44:17,mobile,Paid Social,search
307,1050,2020-10-16 06:12:05,desktop,Ads,search
308,1202,2022-12-22 10:20:51,desktop,Direct,search
309,76,2020-04-17 22:21:43,tablet,Paid Social,search
310,1876,2024-07-04 18:01:18,tablet,Ads,cart
311,236,2024-07-30 05:03:35,desktop,Ads,search
312,118,2022-05-12 05:24:09,tablet,Email,search
313,1692,2020-10-16 22:54:47,tablet,Organic Search,checkout
314,1067,2021-09-15 06:03:36,desktop,Ads,cart
315,871,2023-04-18 09:18:21,mobile,Push Notification,home
316,1155,2023-06-03 20:27:16,mobile,Paid Social,cart
317,784,2020-05-31 07:38:18,desktop,Organic Search,home
318,1016,2021-06-08 04:38:43,tablet,Organic Search,checkout
319,1417,2020-06-24 01:05:15,desktop,Email,search
320,908,2023-12-15 07:19:06,tablet,Ads,cart
321,561,2023-06-10 01:09:48,tablet,Direct,home
322,1842,2020-02-28 10:07:03,tablet,Organic Search,home
323,353,2023-01-01 02:22:45,mobile,Email,checkout
324,1254,2023-09-04 15:59:33,mobile,Email,cart
325,885,2024-03-11 19:34:47,desktop,Organic Search,home
326,678,2023-10-26 11:24:24,mobile,Ads,cart
327,1438,2022-07-18 02:05:55,mobile,Direct,checkout
328,462,2020-06-06 23:15:08,mobile,Paid Social,cart
329,969,2024-03-04 12:04:25,tablet,Push Notification,search
330,176,2023-11-29 04:54:55,mobile,Direct,cart
331,623,2024-01-19 00:22:54,tablet,Email,home
332,1188,2020-06-11 15:29:57,desktop,Direct,checkout
333,1331,2021-06-01 01:45:46,desktop,Email,search
334,645,2021-07-13 04:58:03,tablet,Direct,checkout
335,1644,2024-11-07 18:58:09,mobile,Email,search
336,559,2020-12-27 11:24:36,tablet,Ads,product
337,1480,2022-01-18 06:22:33,desktop,Direct,checkout
338,389,2021-12-16 18:19:49,desktop,Email,checkout
339,604,2020-12-10 20:23:36,desktop,Direct,checkout
340,766,2023-12-10 09:35:26,desktop,Push Notification,checkout
341,58,2022-04-01 13:14:47,mobile,Organic Search,search
342,1554,2021-05-29 03:42:00,mobile,Email,search
343,221,2020-11-06 08:01:49,desktop,Direct,home
344,315,2023-11-10 23:09:26,desktop,Paid Social,home
345,1163,2020-03-28 10:03:44,desktop,Push Notification,search
346,492,2024-08-03 17:46:44,desktop,Email,search
347,1471,2021-04-28 19:28:47,mobile,Push Notification,cart
348,1223,2022-12-23 07:13:16,desktop,Paid Social,cart
349,199,2023-11-22 19:45:34,tablet,Organic Search,cart
350,281,2020-02-12 18:19:46,mobile,Email,checkout
351,20,2023-08-06 23:59:16,mobile,Ads,checkout
352,497,2021-07-28 03:01:44,tablet,Ads,product
353,1534,2023-04-18 18:00:36,mobile,Email,checkout
354,1054,2021-08-07 10:52:00,tablet,Organic Search,cart
355,542,2021-11-23 19:59:50,desktop,Direct,product
356,1663,2023-11-08 14:51:14,mobile,Email,product
357,1613,2023-10-29 11:33:32,tablet,Ads,cart
358,441,2024-06-08 16:34:11,mobile,Organic Search,cart
359,423,2023-01-27 20:59:14,tablet,Organic Search,product
360,1107,2021-10-12 10:17:15,mobile,Organic Search,product
361,752,2021-07-24 17:04:37,mobile,Email,checkout
362,736,2024-07-20 09:22:45,desktop,Direct,home
363,1844,2023-04-07 04:44:59,desktop,Organic Search,home
364,1953,2021-04-21 23:27:54,desktop,Direct,checkout
365,1553,2021-11-28 07:19:26,desktop,Paid Social,checkout
366,1656,2020-06-15 03:32:34,tablet,Organic Search,product
367,163,2024-05-07 04:57:54,tablet,Organic Search,home
368,382,2020-06-08 12:11:45,tablet,Push Notification,cart
369,343,2021-12-01 02:19:35,tablet,Push Notification,checkout
370,1343,2022-06-19 04:25:45,desktop,Push Notification,checkout
371,1242,2023-02-04 16:35:25,desktop,Email,cart
372,1503,2020-11-21 18:39:46,tablet,Direct,search
373,92,2023-11-10 04:19:13,mobile,Push Notification,home
374,1423,2021-07-19 21:06:50,desktop,Push Notification,search
375,435,2023-11-23 23:38:11,mobile,Ads,checkout
376,846,2022-04-21 07:11:52,mobile,Organic Search,cart
377,138,2020-01-19 02:12:04,mobile,Email,home
378,1389,2024-11-30 04:03:09,desktop,Push Notification,product
379,1051,2022-12-17 03:27:26,mobile,Ads,product
380,1970,2024-11-16 15:43:47,desktop,Push Notification,cart
381,1333,2022-07-25 23:31:21,tablet,Push Notification,home
382,1634,2022-03-04 11:14:18,tablet,Push Notification,home
383,2000,2024-09-02 07:17:03,mobile,Push Notification,search
384,1651,2022-04-25 16:00:08,tablet,Email,search
385,82,2024-11-30 00:05:01,desktop,Organic Search,search
386,918,2021-07-07 13:57:02,tablet,Push Notification,product
387,324,2023-02-17 15:06:01,mobile,Email,checkout
388,516,2020-07-23 06:27:27,tablet,Paid Social,cart
389,1599,2020-04-27 03:57:27,tablet,Push Notification,product
390,866,2023-05-22 00:50:38,desktop,Direct,product
391,1485,2022-02-07 06:09:35,desktop,Email,product
392,46,2022-12-06 05:56:53,tablet,Push Notification,product
393,1198,2022-07-22 11:01:28,desktop,Email,search
394,1444,2021-12-02 09:09:44,tablet,Paid Social,search
395,1951,2020-08-28 02:16:39,mobile,Organic Search,cart
396,567,2022-09-18 18:29:30,mobile,Ads,home
397,1970,2020-12-03 05:33:42,desktop,Push Notification,search
398,1695,2020-11-13 18:36:55,mobile,Push Notification,product
399,1633,2024-04-25 06:56:45,desktop,Push Notification,checkout
400,846,2020-10-09 21:24:37,desktop,Ads,home
401,1967,2021-05-05 01:54:37,desktop,Direct,search
402,1984,2024-08-29 17:11:07,mobile,Ads,checkout
403,1855,2022-01-12 05:19:56,tablet,Push Notification,checkout
404,384,2024-03-21 06:07:32,mobile,Paid Social,cart
405,1401,2021-08-13 05:42:47,mobile,Direct,product
406,965,2022-03-09 04:26:46,tablet,Email,search
407,133,2023-09-09 13:58:20,mobile,Ads,checkout
408,1851,2020-01-10 05:12:10,tablet,Organic Search,cart
409,56,2024-08-14 15:12:33,tablet,Paid Social,checkout
410,1258,2023-11-09 01:26:29,tablet,Push Notification,checkout
411,1224,2021-08-16 15:51:17,mobile,Push Notification,cart
412,658,2020-07-07 20:41:47,tablet,Email,search
413,1289,2022-05-28 08:31:13,tablet,Push Notification,cart
414,807,2021-02-20 12:23:30,mobile,Direct,home
415,1863,2021-02-10 09:57:41,tablet,Push Notification,search
416,74,2024-10-25 05:18:19,tablet,Push Notification,cart
417,1216,2024-11-04 09:51:02,desktop,Ads,cart
418,1166,2021-05-23 21:08:14,desktop,Organic Search,cart
419,930,2021-11-14 00:18:47,tablet,Paid Social,product
420,518,2021-06-19 17:52:35,tablet,Email,cart
421,1480,2021-06-07 09:11:10,tablet,Ads,product
422,1361,2021-04-27 19:04:43,tablet,Ads,product
423,404,2023-01-03 21:28:12,tablet,Ads,checkout
424,1291,2024-12-11 14:45:11,tablet,Organic Search,checkout
425,558,2022-12-27 05:37:19,desktop,Organic Search,cart
426,158,2023-10-30 02:24:40,desktop,Push Notification,cart
427,541,2023-01-24 09:35:44,desktop,Paid Social,product
428,1899,2024-12-15 15:43:53,desktop,Email,cart
429,1060,2024-01-03 18:50:49,desktop,Organic Search,checkout
430,1836,2022-09-01 21:04:54,tablet,Push Notification,cart
431,738,2022-02-06 01:49:44,mobile,Push Notification,search
432,1660,2020-10-02 06:47:24,mobile,Direct,home
433,593,2020-04-29 12:19:19,mobile,Push Notification,home
434,1038,2021-12-21 16:31:14,desktop,Ads,search
435,867,2022-10-28 09:22:38,mobile,Push Notification,home
436,700,2022-03-20 13:02:51,desktop,Push Notification,checkout
437,741,2023-02-15 03:34:06,mobile,Push Notification,home
438,285,2024-10-22 01:23:43,mobile,Ads,checkout
439,1325,2022-12-25 23:54:05,tablet,Push Notification,product
440,188,2024-04-14 10:12:52,tablet,Direct,checkout
441,110,2024-03-20 18:04:09,mobile,Push Notification,search
442,441,2020-12-24 02:59:00,desktop,Email,cart
443,1320,2020-11-09 23:41:49,mobile,Push Notification,search
444,1740,2023-04-27 23:51:21,tablet,Push Notification,home
445,906,2022-01-04 02:23:28,tablet,Ads,home
446,1643,2022-01-04 12:34:49,tablet,Direct,product
447,1779,2024-03-04 15:41:21,mobile,Ads,home
448,757,2021-02-18 03:43:30,mobile,Ads,product
449,709,2021-08-14 13:30:45,mobile,Direct,home
450,1963,2020-01-24 22:15:40,desktop,Direct,cart
451,408,2021-09-09 16:32:55,tablet,Push Notification,product
452,1614,2023-08-30 01:36:30,desktop,Push Notification,product
453,1029,2020-12-27 00:15:23,desktop,Organic Search,product
454,892,2021-12-07 07:40:48,tablet,Email,search
455,702,2023-01-02 03:24:04,mobile,Paid Social,cart
456,1333,2021-01-15 19:23:54,tablet,Push Notification,search
457,186,2020-02-20 18:50:53,tablet,Organic Search,home
458,452,2021-10-17 18:06:23,desktop,Organic Search,checkout
459,1848,2024-07-07 17:01:02,desktop,Organic Search,home
460,1082,2023-12-19 06:30:35,tablet,Ads,search
461,870,2022-10-11 13:25:12,tablet,Direct,search
462,1303,2020-06-16 09:37:57,desktop,Organic Search,home
463,602,2022-12-10 19:25:08,mobile,Direct,cart
464,1693,2023-08-03 13:22:59,mobile,Email,search
465,238,2023-11-10 08:49:09,mobile,Push Notification,cart
466,1162,2024-01-15 03:25:57,tablet,Push Notification,search
467,1029,2024-10-19 21:22:11,mobile,Organic Search,checkout
468,226,2023-12-27 01:00:24,mobile,Paid Social,search
469,1568,2024-07-03 04:20:31,mobile,Organic Search,checkout
470,380,2023-10-12 13:47:59,mobile,Ads,search
471,827,2023-01-14 09:19:50,mobile,Ads,home
472,1177,2023-11-29 11:24:44,mobile,Organic Search,home
473,999,2023-12-02 14:22:12,tablet,Direct,search
474,1574,2020-10-29 09:05:54,desktop,Ads,checkout
475,15,2022-01-22 18:58:16,mobile,Push Notification,home
476,1741,2020-07-08 18:09:02,mobile,Email,product
477,939,2021-01-24 21:44:08,desktop,Paid Social,home
478,515,2020-08-19 14:32:17,mobile,Ads,home
479,523,2023-03-31 16:14:18,mobile,Paid Social,search
480,504,2022-08-28 07:09:46,tablet,Direct,cart
481,954,2021-07-31 05:11:14,desktop,Direct,home
