order_item_id,order_id,product_id,quantity,unit_price,discount
81,3707,69,4,156.10,5
82,2895,133,2,47.71,0
83,1269,192,4,90.00,0
84,5176,254,1,396.05,0
85,8053,114,3,156.49,0
86,3926,80,5,392.68,15
87,6552,25,2,157.60,10
88,999,249,4,124.21,10
89,3791,284,4,111.58,5
90,8289,219,5,30.27,5
91,46,30,1,190.99,0
92,5902,201,5,68.26,10
93,1915,223,4,23.99,10
94,2072,173,1,178.93,10
95,8114,280,2,319.72,0
96,7057,105,3,338.11,15
97,2667,235,5,43.63,5
98,9460,2,2,340.09,5
99,761,39,5,49.89,10
100,9556,193,4,85.60,10
101,1948,48,5,72.09,0
102,437,199,4,378.96,15
103,2286,223,2,23.99,0
104,2215,279,4,313.02,5
105,2615,80,4,392.68,5
106,6388,136,1,222.85,10
107,8541,292,4,136.17,0
108,6821,185,4,48.99,10
109,3958,51,1,340.30,0
110,9512,191,1,226.42,0
111,5240,73,3,222.38,5
112,7489,72,4,370.40,0
113,6479,180,4,323.47,5
114,8676,135,4,387.74,0
115,5026,43,3,232.40,0
116,635,270,1,246.69,15
117,4231,80,2,392.68,0
118,1042,282,1,381.21,0
119,4714,224,1,8.13,0
120,7319,35,5,335.83,15
121,1269,174,5,232.35,0
122,6828,146,1,44.01,5
123,4122,36,5,229.35,5
124,4742,5,1,235.25,10
125,3579,86,5,365.04,0
126,3252,145,4,94.23,0
127,1374,38,3,200.72,15
128,6088,196,5,160.55,5
129,1344,127,3,126.84,0
130,3426,220,5,131.34,15
131,2038,221,3,33.76,0
132,1678,223,2,23.99,0
133,6517,61,5,175.74,0
134,3376,179,5,237.43,15
135,8267,231,2,64.44,15
136,7480,83,3,80.10,15
137,152,147,3,344.67,15
138,5542,14,3,106.54,5
139,1368,226,1,348.65,10
140,6138,251,4,113.15,5
141,1429,222,5,345.59,15
142,7932,133,1,47.71,0
143,866,170,4,67.45,0
144,7753,192,1,90.00,5
145,7367,198,3,116.63,0
146,7154,67,3,134.74,0
147,8430,67,3,134.74,0
148,8856,151,3,214.50,0
149,3034,83,5,80.10,5
150,1552,18,2,318.44,5
151,9791,291,2,25.51,15
152,9332,199,5,378.96,0
153,722,134,1,378.20,0
154,6682,283,3,390.13,0
155,5183,163,3,20.58,10
156,7221,27,1,65.87,5
157,3641,107,1,65.37,10
158,6917,40,4,226.87,0
159,8842,279,4,313.02,15
160,2904,292,5,136.17,15
161,5200,109,2,97.22,5
162,6536,240,5,117.00,0
163,1073,114,2,156.49,0
164,254,101,5,167.15,5
165,7826,244,2,146.67,0
166,33,255,4,339.07,5
167,5679,84,4,124.05,15
168,6769,293,3,58.98,10
169,6178,231,4,64.44,5
170,155,107,3,65.37,15
171,2331,187,5,234.45,0
172,3499,94,3,66.86,0
173,4184,216,2,301.09,5
174,50,106,5,66.50,15
175,314,13,3,97.73,15
176,1489,215,4,252.10,0
177,9014,224,4,8.13,0
178,9848,236,5,383.46,10
179,2760,78,3,33.23,10
180,5593,252,3,24.03,0
181,8549,261,4,297.20,15
182,8127,86,1,365.04,0
183,5610,49,1,123.44,15
184,26,93,2,28.93,15
185,7517,90,1,206.30,0
186,391,93,4,28.93,10
187,7091,120,5,388.54,10
188,6513,180,1,323.47,0
189,1256,139,4,321.64,0
190,8575,206,5,31.78,0
191,3602,230,1,323.29,10
192,3412,75,3,347.15,0
193,5827,293,1,58.98,15
194,9284,147,1,344.67,10
195,6547,197,1,208.34,10
196,9623,265,2,366.02,0
197,8158,198,3,116.63,0
198,9644,22,1,193.70,5
199,1829,173,1,178.93,0
200,8085,85,2,114.41,15
201,6725,15,1,254.29,0
202,5666,2,3,340.09,15
203,764,77,3,338.07,15
204,4738,197,1,208.34,0
205,9768,258,3,171.69,5
206,5484,251,2,113.15,0
207,325,131,5,91.11,5
208,2970,272,4,120.04,10
209,2932,115,5,353.64,15
210,5232,89,4,285.99,0
211,7847,187,4,234.45,10
212,3096,176,2,367.34,5
213,8392,16,1,386.04,0
214,8045,149,5,70.07,10
215,3606,174,4,232.35,0
216,3056,69,1,156.10,0
217,3424,209,3,188.28,0
218,5765,121,2,251.05,0
219,1975,10,1,228.01,0
220,8694,287,2,257.71,5
221,1222,75,5,347.15,0
222,4578,296,2,93.52,10
223,2803,99,3,283.04,0
224,3396,285,5,258.56,0
225,2154,25,1,157.60,0
226,5013,34,4,297.79,15
227,6533,279,2,313.02,10
228,5965,209,4,188.28,5
229,8630,17,5,353.82,0
230,9730,189,2,299.32,0
231,664,127,4,126.84,15
232,7625,255,3,339.07,0
233,6265,296,3,93.52,5
234,4907,259,4,201.35,0
235,5008,265,4,366.02,10
236,106,159,3,217.33,10
237,9428,148,3,119.97,15
238,7323,64,3,245.58,15
239,3542,282,4,381.21,0
240,1422,124,3,320.32,5
241,68,246,2,62.04,0
242,2985,109,4,97.22,5
243,4499,209,4,188.28,5
244,8509,279,3,313.02,0
245,8784,81,1,191.34,0
246,7092,200,2,67.84,0
247,4380,34,2,297.79,5
248,5235,68,5,277.33,15
249,8131,47,3,202.34,5
250,6912,164,1,395.54,10
251,8623,145,5,94.23,5
252,8351,42,4,309.17,5
253,49,62,1,78.99,0
254,8782,50,3,311.33,10
255,4904,70,4,315.23,0
256,2447,79,4,19.52,15
257,7537,65,1,76.41,0
258,7351,298,5,253.90,15
259,5654,250,4,178.43,10
260,1657,110,5,326.74,0
261,8668,50,5,311.33,10
262,525,21,3,299.77,0
263,4867,30,5,190.99,5
264,8546,297,1,30.06,15
265,6952,154,1,343.92,10
266,7473,95,1,69.49,0
267,3027,123,2,106.64,15
268,6989,299,3,277.33,0
269,9873,295,2,307.36,0
270,8790,77,4,338.07,15
271,8683,105,2,338.11,0
272,4040,89,1,285.99,10
273,1665,130,4,200.63,10
274,3950,29,5,34.87,15
275,90,234,5,268.61,0
276,5804,15,5,254.29,0
277,2152,40,4,226.87,10
278,7505,110,5,326.74,0
279,8924,139,3,321.64,0
280,4448,65,2,76.41,0
281,2048,270,4,246.69,0
282,7333,142,2,249.44,0
283,8300,107,4,65.37,0
284,2192,75,4,347.15,15
285,7357,90,3,206.30,15
286,454,17,1,353.82,0
287,7886,233,4,245.00,15
288,3954,195,1,282.87,5
289,3525,111,5,225.30,0
290,7758,208,2,389.11,5
291,6036,96,2,264.06,5
292,2565,264,4,38.50,10
293,7824,125,5,327.79,0
294,3401,134,4,378.20,10
295,2361,283,1,390.13,0
296,7204,117,1,350.39,10
297,3420,70,4,315.23,0
298,300,34,1,297.79,0
299,6013,148,5,119.97,15
300,7801,53,2,200.65,0
301,4445,63,2,199.37,10
302,4584,134,1,378.20,10
303,4694,173,5,178.93,15
304,2484,62,5,78.99,5
305,4964,88,2,42.74,10
306,4602,255,1,339.07,15
307,8832,159,2,217.33,0
308,7233,139,5,321.64,10
309,7346,147,1,344.67,5
310,270,205,3,150.21,15
311,6475,190,3,22.53,0
312,1017,71,2,167.32,15
313,4571,127,3,126.84,15
314,9236,220,2,131.34,5
315,7885,108,3,261.20,10
316,5715,41,4,89.26,0
317,6500,65,1,76.41,0
318,9385,12,5,161.29,0
319,4382,192,4,90.00,0
320,7080,232,5,182.33,5
321,7603,83,5,80.10,0
322,7898,195,4,282.87,0
323,5318,2,2,340.09,15
324,4162,131,2,91.11,0
325,6749,21,1,299.77,0
326,8522,81,4,191.34,5
327,2373,6,5,190.26,5
328,8769,123,2,106.64,0
329,4907,68,4,277.33,15
330,457,171,2,132.85,0
331,1880,186,2,146.92,15
332,3393,211,2,323.51,0
333,3916,300,3,60.59,15
334,8509,281,1,263.43,5
335,9197,149,2,70.07,0
336,7728,127,4,126.84,0
337,6511,168,2,156.48,0
338,6346,18,4,318.44,0
339,2530,109,3,97.22,15
340,1061,87,4,84.63,5
341,2685,223,5,23.99,0
342,6743,232,2,182.33,0
343,1662,30,2,190.99,10
344,3544,61,4,175.74,10
345,5475,163,2,20.58,5
346,7724,286,3,362.28,10
347,2057,67,4,134.74,0
348,914,256,5,343.78,0
349,6520,38,4,200.72,10
350,180,234,3,268.61,0
351,4222,19,3,20.40,15
352,5973,215,4,252.10,15
353,6180,110,5,326.74,0
354,2241,51,3,340.30,0
355,359,240,3,117.00,15
356,7430,90,5,206.30,10
357,1560,205,5,150.21,10
358,6692,22,4,193.70,0
359,1462,249,1,124.21,0
360,9900,130,5,200.63,0
361,7348,233,1,245.00,0
362,8813,50,1,311.33,0
363,9901,140,2,120.30,15
364,3300,139,4,321.64,0
365,6740,216,5,301.09,10
366,3818,91,5,371.67,10
367,6489,239,5,320.95,10
368,1374,300,4,60.59,0
369,7202,60,3,275.96,0
370,2622,250,2,178.43,0
371,4628,64,5,245.58,10
372,7811,75,5,347.15,5
373,14,66,5,206.27,10
374,5561,251,4,113.15,0
375,9752,152,4,359.63,15
376,4612,250,4,178.43,0
377,5302,34,5,297.79,15
378,8452,198,5,116.63,10
379,5853,112,5,121.23,10
380,2787,150,1,181.60,5
381,8015,276,2,342.04,0
382,2408,39,2,49.89,0
383,2996,42,3,309.17,5
384,9585,197,2,208.34,0
385,9584,80,2,392.68,0
386,2728,52,5,51.91,0
387,2730,254,3,396.05,0
388,7803,29,5,34.87,5
389,5260,163,4,20.58,10
390,8712,5,1,235.25,0
391,5596,46,4,252.91,10
392,6894,48,2,72.09,10
393,5609,117,3,350.39,0
394,6092,40,1,226.87,0
395,4342,229,2,324.76,15
396,3086,287,4,257.71,0
397,7207,96,5,264.06,5
398,1582,64,1,245.58,0
399,9769,63,4,199.37,10
400,2781,192,1,90.00,10
401,7935,33,4,330.23,0
402,3410,127,5,126.84,0
403,5164,104,1,188.19,5
404,4172,18,5,318.44,0
405,4168,123,5,106.64,0
406,8742,147,2,344.67,15
407,6574,102,5,102.20,0
408,5491,87,4,84.63,5
409,6694,31,5,136.27,15
410,6670,235,3,43.63,5
411,9479,229,4,324.76,0
412,2110,214,5,163.02,15
413,7619,225,4,338.57,5
414,1586,152,4,359.63,10
415,7402,170,1,67.45,15
416,9996,161,3,291.83,10
417,5812,150,2,181.60,10
418,8585,102,4,102.20,10
419,3268,165,2,273.91,0
420,1017,253,5,286.72,0
421,587,170,1,67.45,0
422,916,270,1,246.69,5
423,9697,78,4,33.23,0
424,5982,36,2,229.35,0
425,8206,281,3,263.43,15
426,3839,84,2,124.05,0
427,4722,244,1,146.67,10
428,2150,63,1,199.37,0
429,112,162,3,270.73,15
430,4448,159,2,217.33,10
431,4724,30,1,190.99,5
432,7743,15,2,254.29,0
433,6769,130,3,200.63,0
434,7268,178,4,308.38,0
435,2950,190,4,22.53,5
436,2137,226,1,348.65,0
437,528,45,1,382.91,5
438,4640,20,2,344.16,10
439,6045,132,2,356.02,5
440,6084,77,5,338.07,0
441,4796,183,5,78.33,0
442,4035,225,4,338.57,0
443,7202,217,4,395.04,0
444,9483,165,1,273.91,0
445,6379,176,3,367.34,0
446,2946,43,1,232.40,10
447,4654,194,3,212.39,15
448,5877,262,4,265.12,10
449,9078,281,4,263.43,0
450,3924,274,1,53.21,15
451,5452,284,5,111.58,0
452,5643,54,4,316.28,15
453,3704,277,4,219.37,15
454,4035,149,3,70.07,0
455,3948,78,2,33.23,15
456,687,56,3,372.10,10
457,7575,17,1,353.82,5
458,2139,28,4,82.43,0
459,3946,92,5,50.16,15
460,3345,141,4,53.20,0
461,868,221,1,33.76,0
462,5254,76,3,297.26,15
463,6277,244,1,146.67,0
464,2334,275,3,59.35,0
465,5843,249,4,124.21,5
466,6695,63,5,199.37,0
467,7207,35,2,335.83,10
468,3272,161,5,291.83,10
469,5585,256,1,343.78,15
470,8662,191,3,226.42,0
471,7707,105,2,338.11,10
472,4437,294,1,200.35,0
473,1271,166,5,314.43,5
474,128,133,1,47.71,15
475,3609,160,1,132.63,0
476,6482,17,2,353.82,0
477,2000,235,3,43.63,5
478,6438,62,5,78.99,5
479,5374,279,1,313.02,0
480,4195,264,1,38.50,0
481,1288,223,2,23.99,0
482,6865,185,1,48.99,0
483,7916,107,2,65.37,0
484,7567,260,3,294.26,0
485,352,263,4,116.93,5
486,3806,33,3,330.23,0
487,7025,136,5,222.85,0
488,2572,163,4,20.58,0
489,8585,20,5,344.16,10
490,6458,70,2,315.23,10
491,6578,106,1,66.50,15
492,3111,94,2,66.86,0
493,9707,20,2,344.16,0
494,1206,299,5,277.33,5
495,3950,24,2,74.40,0
496,4543,109,2,97.22,10
497,3461,13,2,97.73,0
498,1315,286,2,362.28,5
499,8173,15,1,254.29,5
500,6423,243,4,297.01,0
501,473,233,3,245.00,0
502,720,292,1,136.17,15
503,2101,92,4,50.16,0
504,4024,124,3,320.32,10
505,6890,72,3,370.40,15
506,366,164,4,395.54,15
507,1185,211,4,323.51,0
508,2212,157,3,87.60,10
509,6933,104,4,188.19,0
510,3061,45,2,382.91,0
511,8362,81,4,191.34,5
512,5913,274,2,53.21,10
513,576,264,5,38.50,10
514,3840,293,2,58.98,10
515,7199,38,3,200.72,5
516,6408,63,1,199.37,15
517,3513,169,2,65.85,0
518,4373,228,2,335.11,0
519,5483,191,2,226.42,0
520,7992,267,4,208.17,0
521,5899,211,2,323.51,0
522,8890,153,2,174.41,0
523,4826,269,5,79.59,0
524,120,211,5,323.51,5
525,5046,6,5,190.26,0
526,4770,33,3,330.23,0
527,8980,125,4,327.79,10
528,3278,117,4,350.39,0
529,543,56,5,372.10,0
530,4505,265,5,366.02,0
531,2830,248,5,149.84,15
532,2962,76,4,297.26,5
533,1819,108,2,261.20,10
534,1274,252,1,24.03,15
535,5585,10,1,228.01,5
536,5478,94,2,66.86,5
537,6416,19,3,20.40,15
538,2496,180,4,323.47,0
539,9118,187,2,234.45,10
540,7967,250,3,178.43,0
541,3114,253,5,286.72,0
542,5192,85,4,114.41,15
543,1386,269,4,79.59,0
544,8449,90,1,206.30,0
545,1558,297,3,30.06,0
546,2740,218,3,385.74,5
547,5322,197,2,208.34,10
548,1318,274,5,53.21,0
549,6943,139,4,321.64,0
550,2402,79,1,19.52,10
551,6119,12,3,161.29,0
552,3142,69,4,156.10,5
553,600,278,3,334.45,10
554,5397,135,1,387.74,10
555,5649,37,4,258.60,0
556,1905,282,1,381.21,15
557,1197,245,1,310.10,5
558,1721,242,4,67.91,10
559,1506,245,4,310.10,10
560,573,168,4,156.48,0
561,4569,218,2,385.74,15
562,3664,98,4,115.13,0
563,3465,158,3,214.14,10
564,5882,48,2,72.09,10
565,5405,165,1,273.91,5
566,1984,233,1,245.00,15
567,915,170,4,67.45,10
568,3529,220,3,131.34,0
569,5254,37,1,258.60,15
570,5714,80,4,392.68,5
571,3900,293,4,58.98,0
572,6850,209,1,188.28,0
573,6231,82,3,278.93,0
574,636,28,4,82.43,0
575,5967,167,1,245.05,0
576,3332,111,4,225.30,5
577,2645,37,1,258.60,0
578,6063,67,5,134.74,0
579,6254,24,4,74.40,10
580,5738,55,2,396.81,0
581,7621,67,5,134.74,0
582,681,94,2,66.86,0
583,1198,183,5,78.33,0
584,1643,297,4,30.06,15
585,2811,290,2,25.70,0
586,7593,63,1,199.37,15
587,6566,38,3,200.72,10
588,1594,180,5,323.47,0
589,8404,120,5,388.54,0
590,383,35,4,335.83,0
591,2996,63,3,199.37,0
592,2408,30,5,190.99,0
593,9047,262,3,265.12,10
594,4116,22,5,193.70,0
595,508,165,5,273.91,10
596,8937,75,4,347.15,10
597,962,258,1,171.69,5
598,1667,40,4,226.87,15
599,5093,130,2,200.63,0
600,6782,189,3,299.32,15
601,1579,262,5,265.12,0
602,5205,294,1,200.35,0
603,4290,129,5,265.34,0
604,5746,152,4,359.63,10
605,3257,225,4,338.57,0
606,8200,88,4,42.74,0
607,4613,205,3,150.21,0
608,5070,151,5,214.50,10
609,7709,149,1,70.07,5
610,8276,26,2,122.89,0
611,8052,111,4,225.30,15
612,7619,50,2,311.33,5
613,8129,157,3,87.60,15
614,3981,16,4,386.04,10
615,7787,199,3,378.96,0
616,5344,122,2,222.97,0
617,9545,270,3,246.69,15
618,375,116,3,368.79,10
619,6514,65,3,76.41,10
620,9185,13,4,97.73,0
621,9862,182,5,183.61,15
622,2920,224,5,8.13,0
623,7982,77,1,338.07,0
624,654,26,3,122.89,15
625,6160,156,3,344.64,0
626,5262,199,5,378.96,5
627,358,146,5,44.01,15
628,9082,292,4,136.17,0
629,602,135,1,387.74,10
630,7091,8,4,357.93,0
631,7243,183,2,78.33,10
632,9369,228,5,335.11,0
633,7386,276,2,342.04,5
634,3186,91,3,371.67,0
635,2907,219,2,30.27,0
636,8267,243,2,297.01,15
637,2014,5,1,235.25,0
638,8826,245,5,310.10,10
639,8922,262,2,265.12,0
640,2542,104,4,188.19,0
641,7806,232,4,182.33,10
642,4926,211,3,323.51,0
643,3629,42,4,309.17,10
644,3131,10,2,228.01,0
645,2747,166,3,314.43,5
646,9893,15,1,254.29,15
647,7452,110,3,326.74,5
648,3706,96,2,264.06,10
649,7768,278,4,334.45,0
650,9118,93,4,28.93,10
651,1670,83,5,80.10,15
652,3566,112,3,121.23,0
653,4350,11,1,176.97,0
654,4461,258,5,171.69,15
655,3893,173,5,178.93,0
656,9226,271,5,327.62,0
657,8937,257,1,63.30,15
658,6332,106,1,66.50,15
659,4114,33,1,330.23,15
660,494,145,5,94.23,0
661,2683,15,3,254.29,0
662,4708,196,3,160.55,0
663,2839,8,5,357.93,5
664,2855,255,2,339.07,0
665,7884,206,4,31.78,0
666,5670,213,1,37.84,5
667,3238,106,5,66.50,10
668,8320,95,3,69.49,5
669,7839,91,5,371.67,15
670,3471,63,1,199.37,10
671,2007,53,1,200.65,0
672,2402,73,4,222.38,0
673,3218,261,3,297.20,15
674,1161,81,2,191.34,0
675,920,34,5,297.79,15
676,8118,130,5,200.63,10
677,4838,70,3,315.23,10
678,7084,40,4,226.87,0
679,3621,88,5,42.74,0
680,6108,273,3,341.96,0
681,9504,278,4,334.45,0
682,2356,101,1,167.15,15
683,7103,185,2,48.99,0
684,9990,67,5,134.74,0
685,5578,136,4,222.85,5
686,5602,273,3,341.96,0
687,9106,148,1,119.97,10
688,7196,163,1,20.58,0
689,8586,41,3,89.26,0
690,3165,155,5,190.98,15
691,4147,260,1,294.26,0
692,2311,167,5,245.05,5
693,8606,69,3,156.10,0
694,6599,285,2,258.56,15
695,5338,83,5,80.10,0
696,2559,234,3,268.61,15
697,9261,289,5,90.69,0
698,9055,24,1,74.40,0
699,8125,123,4,106.64,0
700,3296,10,2,228.01,0
701,1890,67,3,134.74,5
702,6753,234,1,268.61,0
703,2149,96,1,264.06,0
704,7337,50,3,311.33,0
705,3745,31,5,136.27,0
706,4215,269,3,79.59,10
707,9107,282,1,381.21,15
708,3977,22,1,193.70,0
709,9453,110,3,326.74,0
710,2939,271,4,327.62,5
711,9043,266,3,7.51,0
712,4209,96,4,264.06,0
713,1234,63,1,199.37,10
714,7192,143,3,374.36,0
715,6057,200,4,67.84,0
716,4160,267,1,208.17,5
717,8392,1,1,281.65,5
718,6761,232,2,182.33,15
719,9746,149,2,70.07,5
720,8697,223,5,23.99,0
721,2061,3,3,369.07,5
722,2025,93,3,28.93,0
723,5046,215,5,252.10,0
724,9965,88,3,42.74,0
725,1037,131,5,91.11,0
726,6344,87,2,84.63,0
727,6109,45,4,382.91,0
728,1539,78,1,33.23,0
729,9791,45,5,382.91,0
730,9665,7,4,263.49,15
731,9337,137,1,288.60,5
732,3658,111,1,225.30,5
733,8941,239,5,320.95,15
734,2445,28,4,82.43,0
735,6724,100,2,371.65,0
736,4296,3,5,369.07,15
737,9734,3,2,369.07,0
738,6268,40,5,226.87,10
739,4796,83,5,80.10,0
740,7819,300,3,60.59,0
741,522,114,4,156.49,0
742,268,72,1,370.40,15
743,157,139,5,321.64,10
744,2473,94,5,66.86,0
745,6485,54,4,316.28,0
746,8374,248,3,149.84,0
747,2952,247,2,202.30,5
748,9200,224,3,8.13,15
749,8691,163,2,20.58,0
750,6796,145,2,94.23,10
751,4000,267,4,208.17,15
752,4468,141,5,53.20,15
753,289,106,3,66.50,10
754,2713,48,3,72.09,0
755,9802,297,1,30.06,15
756,1478,169,3,65.85,0
757,8714,158,3,214.14,0
758,6193,132,3,356.02,5
759,5861,26,5,122.89,5
760,2637,164,2,395.54,0
761,5620,15,4,254.29,0
762,6958,63,4,199.37,10
763,3230,214,3,163.02,15
764,7597,63,3,199.37,10
765,2910,130,5,200.63,0
766,3587,223,2,23.99,0
767,2555,36,3,229.35,15
768,3382,160,5,132.63,5
769,4021,169,3,65.85,0
770,6325,148,3,119.97,10
771,6300,119,5,86.31,5
772,7227,91,1,371.67,0
773,5104,14,5,106.54,10
774,8972,148,3,119.97,0
775,1055,30,1,190.99,15
776,7084,108,1,261.20,15
777,2304,148,3,119.97,10
778,6363,193,2,85.60,15
779,1870,96,2,264.06,0
780,6550,224,4,8.13,15
781,9468,272,2,120.04,10
782,6229,105,3,338.11,0
783,2580,268,4,226.31,15
784,7750,91,4,371.67,10
785,8409,149,2,70.07,0
786,3975,129,1,265.34,5
787,3617,105,1,338.11,10
788,861,196,1,160.55,0
789,1845,126,4,68.11,10
790,4457,254,5,396.05,5
791,4148,98,4,115.13,10
792,8446,59,2,213.06,15
793,8847,202,3,268.66,10
794,9446,261,4,297.20,0
795,5238,14,3,106.54,0
796,7414,250,4,178.43,0
797,2614,212,1,324.30,5
798,2346,279,4,313.02,0
799,1694,175,1,372.30,10
800,1563,168,1,156.48,10
801,6177,163,5,20.58,0
802,7185,150,3,181.60,0
803,5713,258,1,171.69,0
804,5494,129,5,265.34,0
805,2045,161,5,291.83,0
806,6058,126,5,68.11,0
807,5444,235,2,43.63,10
808,951,127,4,126.84,0
809,3019,41,1,89.26,0
810,3400,222,3,345.59,0
811,175,288,5,66.37,0
812,4648,251,2,113.15,5
813,8042,68,2,277.33,5
814,99,2,2,340.09,5
815,9394,236,2,383.46,0
816,5120,171,3,132.85,5
817,7809,260,4,294.26,0
818,5830,171,2,132.85,0
819,3952,59,3,213.06,5
820,6854,33,4,330.23,10
821,4985,151,3,214.50,0
822,3129,155,4,190.98,0
823,5337,209,5,188.28,5
824,1146,97,2,234.59,15
825,3619,62,1,78.99,0
826,7816,238,1,200.57,0
827,7196,242,3,67.91,5
828,6216,153,2,174.41,0
829,5256,279,3,313.02,10
830,8668,133,5,47.71,5
831,3312,228,5,335.11,0
832,573,98,4,115.13,5
833,6712,119,2,86.31,10
834,369,34,2,297.79,0
835,1923,46,4,252.91,5
836,2410,9,5,150.86,0
837,3152,94,4,66.86,15
838,429,191,4,226.42,10
839,1965,187,3,234.45,5
840,9334,245,3,310.10,15
841,5432,63,3,199.37,0
842,2263,62,5,78.99,15
843,9719,126,5,68.11,5
844,697,182,1,183.61,5
845,4871,262,4,265.12,0
846,4665,136,3,222.85,10
847,6925,188,5,61.43,0
848,1781,19,3,20.40,5
849,5272,267,3,208.17,5
850,1354,46,5,252.91,0
851,8876,132,3,356.02,5
852,8931,207,4,326.57,5
853,6962,271,5,327.62,15
854,7486,42,5,309.17,15
855,4443,21,3,299.77,0
856,307,134,3,378.20,0
857,254,24,4,74.40,10
858,5327,84,5,124.05,0
859,9410,167,2,245.05,0
860,9489,118,1,351.34,5
861,6708,62,4,78.99,10
862,919,107,2,65.37,15
863,4152,157,2,87.60,10
864,1527,143,3,374.36,5
865,3051,71,3,167.32,15
866,6677,277,1,219.37,10
867,9389,283,2,390.13,0
868,8104,258,2,171.69,15
869,1138,68,3,277.33,5
870,4792,211,4,323.51,5
871,6726,109,5,97.22,0
872,8466,35,3,335.83,0
873,2491,279,5,313.02,10
874,9249,34,2,297.79,15
875,4583,15,3,254.29,0
876,7604,75,5,347.15,5
877,8839,47,2,202.34,10
878,7153,230,2,323.29,5
879,7375,98,2,115.13,10
880,2962,263,2,116.93,10
881,5748,29,1,34.87,10
882,3133,105,2,338.11,15
883,9063,159,5,217.33,10
884,226,224,2,8.13,5
885,7398,77,3,338.07,15
886,1031,133,2,47.71,0
887,4938,218,5,385.74,0
888,6923,248,4,149.84,15
889,9751,68,1,277.33,5
890,193,260,4,294.26,0
891,9382,85,4,114.41,5
892,7866,159,4,217.33,0
893,7269,69,4,156.10,10
894,5154,153,4,174.41,0
895,9904,1,3,281.65,0
896,4989,255,2,339.07,10
897,1892,35,1,335.83,0
898,541,226,3,348.65,0
899,3365,188,4,61.43,0
900,5076,111,4,225.30,10
901,4546,46,2,252.91,0
902,8591,295,5,307.36,0
903,8617,287,5,257.71,15
904,1783,278,3,334.45,0
905,7269,214,1,163.02,5
906,2054,292,3,136.17,5
907,7703,89,5,285.99,0
908,5546,112,5,121.23,5
909,2717,95,2,69.49,10
910,6712,292,1,136.17,15
911,7462,250,2,178.43,5
912,1415,134,2,378.20,5
913,6450,106,1,66.50,0
914,2988,207,4,326.57,15
915,8248,48,5,72.09,0
916,3210,210,3,211.85,0
917,5826,162,5,270.73,10
918,3135,229,2,324.76,15
919,5540,101,5,167.15,0
920,2601,241,1,101.41,0
921,5411,295,4,307.36,10
922,6888,10,2,228.01,15
923,2194,1,3,281.65,0
924,6147,25,1,157.60,0
925,5914,73,3,222.38,5
926,6640,157,3,87.60,5
927,606,154,5,343.92,0
928,4758,18,1,318.44,5
929,903,190,4,22.53,15
930,2807,205,5,150.21,15
931,6335,144,2,321.56,0
932,8790,175,2,372.30,0
933,6129,287,4,257.71,10
934,8567,264,2,38.50,0
935,9321,78,5,33.23,0
